"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","test_agent_lists_tools_through_runtime","Unit","Wed Jun 10 16:47:22 UTC 2026","passed","Wed Jun 10 16:47:22 UTC 2026","","Agent","",""
"","0","test_launchctl_missing_raises_with_foreground_hint","Unit","Wed Jun 10 16:47:28 UTC 2026","passed","Wed Jun 10 16:47:28 UTC 2026","","launchd backend","",""
"","1","test_skill_registry_loads_named_skill","Unit","Wed Jun 10 16:47:22 UTC 2026","passed","Wed Jun 10 16:47:22 UTC 2026","","Skills","",""
"","1","test_daemon_lists_no_agents","Binary usage","Wed Jun 10 16:50:27 UTC 2026","passed","Wed Jun 10 16:50:27 UTC 2026","","Daemon lifecycle","",""
"","0","test_plist_content_includes_label_and_program_args","Unit","Wed Jun 10 16:47:22 UTC 2026","passed","Wed Jun 10 16:47:22 UTC 2026","","launchd backend","",""
"","0","test_persona_registry_loads_persona_by_tag","Unit","Wed Jun 10 16:48:24 UTC 2026","passed","Wed Jun 10 16:48:24 UTC 2026","","Personas","",""
"","1","test_prompt_assembler_separates_agent_name_from_persona","Unit","Wed Jun 10 16:47:22 UTC 2026","passed","Wed Jun 10 16:47:22 UTC 2026","","Prompt assembly","",""
"","3180","test_installer_script","Installer","Wed Jun 10 16:50:34 UTC 2026","passed","Wed Jun 10 16:50:37 UTC 2026","","Installer script","",""
"","0","test_create_agent_uses_runtime_agent_name_in_prompt","Unit","Wed Jun 10 16:47:22 UTC 2026","passed","Wed Jun 10 16:47:22 UTC 2026","","Agent","",""
"","0","test_agent_uses_default_empty_message_hint","Unit","Wed Jun 10 16:47:22 UTC 2026","passed","Wed Jun 10 16:47:22 UTC 2026","","Agent","",""
"","2","test_agent_manager_reports_missing_key","Unit","Wed Jun 10 16:48:22 UTC 2026","passed","Wed Jun 10 16:48:22 UTC 2026","","Daemon core","",""
"","0","test_chat_forwards_messages_to_responder","Unit","Wed Jun 10 16:47:22 UTC 2026","passed","Wed Jun 10 16:47:22 UTC 2026","","Chat runner","",""
"","0","test_start_when_stopped_calls_startservice","Unit","Wed Jun 10 16:48:24 UTC 2026","passed","Wed Jun 10 16:48:24 UTC 2026","","Windows SCM backend","",""
"","1","test_install_restores_previous_unit_when_enable_fails","Unit","Wed Jun 10 16:47:22 UTC 2026","passed","Wed Jun 10 16:47:22 UTC 2026","","systemd backend","",""
"","0","test_start_when_running_is_idempotent","tests","Wed Jun 10 16:48:24 UTC 2026","skipped","Wed Jun 10 16:48:24 UTC 2026","","test_service_launchd","",""
"","0","test_start_when_stopped_kickstarts","Unit","Wed Jun 10 16:47:22 UTC 2026","passed","Wed Jun 10 16:47:22 UTC 2026","","launchd backend","",""
"","164","test_daemon_stops_cleanly_via_rpc","Binary usage","Wed Jun 10 16:50:29 UTC 2026","passed","Wed Jun 10 16:50:29 UTC 2026","","Daemon lifecycle","",""
"","0","test_start_is_idempotent_when_running","tests","Wed Jun 10 16:47:28 UTC 2026","skipped","Wed Jun 10 16:47:28 UTC 2026","","test_service_windows","",""
"","0","test_chat_lists_no_tools_without_action_plane_clients","Unit","Wed Jun 10 16:47:28 UTC 2026","passed","Wed Jun 10 16:47:28 UTC 2026","","Chat runner","",""
"","1","test_agent_uses_provider_for_normal_messages","Unit","Wed Jun 10 16:48:22 UTC 2026","passed","Wed Jun 10 16:48:22 UTC 2026","","Agent","",""
"","0","test_create_agent_requires_runtime_agent_name","Unit","Wed Jun 10 16:48:22 UTC 2026","passed","Wed Jun 10 16:48:22 UTC 2026","","Agent","",""
"","2","test_key_config_round_trips","Unit","Wed Jun 10 16:48:24 UTC 2026","passed","Wed Jun 10 16:48:24 UTC 2026","","Key config","",""
"","0","test_daemon_command_uses_subcommand_form_when_frozen","Unit","Wed Jun 10 16:47:28 UTC 2026","passed","Wed Jun 10 16:47:28 UTC 2026","","systemd backend","",""
"","0","test_launchctl_missing_raises_with_foreground_hint","Unit","Wed Jun 10 16:47:22 UTC 2026","passed","Wed Jun 10 16:47:22 UTC 2026","","launchd backend","",""
"","0","test_create_agent_requires_runtime_agent_name","Unit","Wed Jun 10 16:47:22 UTC 2026","passed","Wed Jun 10 16:47:22 UTC 2026","","Agent","",""
"","6267","test_unknown_command_fails","Binary usage","Wed Jun 10 16:51:31 UTC 2026","passed","Wed Jun 10 16:51:38 UTC 2026","","CLI","",""
