"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","test_install_rolls_back_when_enable_fails","Unit","Wed Jun 10 16:47:22 UTC 2026","passed","Wed Jun 10 16:47:22 UTC 2026","","systemd backend","",""
"","1","test_status_state_maps_running","Unit","Wed Jun 10 16:48:24 UTC 2026","passed","Wed Jun 10 16:48:24 UTC 2026","","Windows SCM backend","",""
"","1","test_install_restores_previous_plist_when_bootstrap_fails","Unit","Wed Jun 10 16:47:28 UTC 2026","passed","Wed Jun 10 16:47:28 UTC 2026","","launchd backend","",""
"","0","test_status_normalizes_reloading_to_running","Unit","Wed Jun 10 16:47:22 UTC 2026","passed","Wed Jun 10 16:47:22 UTC 2026","","systemd backend","",""
"","0","test_provider_factory_rejects_unknown_provider_type","Unit","Wed Jun 10 16:48:24 UTC 2026","passed","Wed Jun 10 16:48:24 UTC 2026","","Providers (LiteLLM)","",""
"","0","test_runtime_routes_tool_calls_to_mcp_client","Unit","Wed Jun 10 16:48:24 UTC 2026","passed","Wed Jun 10 16:48:24 UTC 2026","","Runtime","",""
"","1","test_chat_shows_hint_on_empty_message","Unit","Wed Jun 10 16:48:24 UTC 2026","passed","Wed Jun 10 16:48:24 UTC 2026","","Chat runner","",""
"","0","test_uninstall_warns_on_real_disable_failure","Unit","Wed Jun 10 16:47:28 UTC 2026","passed","Wed Jun 10 16:47:28 UTC 2026","","systemd backend","",""
"","2","test_uninstall_warns_on_real_disable_failure","Unit","Wed Jun 10 16:48:24 UTC 2026","passed","Wed Jun 10 16:48:24 UTC 2026","","systemd backend","",""
"","1","test_install_restores_previous_unit_when_enable_fails","Unit","Wed Jun 10 16:47:28 UTC 2026","passed","Wed Jun 10 16:47:28 UTC 2026","","systemd backend","",""
"","1","test_daemon_client_reports_unavailable_daemon","Unit","Wed Jun 10 16:47:28 UTC 2026","passed","Wed Jun 10 16:47:28 UTC 2026","","Daemon RPC client","",""
"","0","test_install_restores_previous_plist_when_bootstrap_fails","tests","Wed Jun 10 16:48:24 UTC 2026","skipped","Wed Jun 10 16:48:24 UTC 2026","","test_service_launchd","",""
